jvs002,3,-1.5,0.5,-1,-1.6,-1,-0.6,-0.5,-0.7,0.1,-0.1,-0.9,0.2,-0.7,-0.3,0.5,-0.6,-0.4,-0.9,-0.1,-0.6,0.7,0,-0.4,-0.2,-1,-1.9,-0.5,-1.2,-0.3,0,0.3,-0.6,0.4,0.1,-1.3,-1.3,-0.6,-0.3,0.3,-1.5,-1.2,-1.5,-0.2,-0.9,-0.7,-0.5,-1.6,-0.7,-0.2,0.2
jvs004,-1.5,3,-1.6,-1.8,-0.1,-1.2,0.4,-2,-0.8,-1,-1.5,-1.1,-1.3,0.9,-1.2,-0.9,-0.9,-0.2,-1.5,-0.2,-1.1,-1.9,-1.6,0.2,-0.4,0.6,-2.2,-1.6,-2,-1.8,-0.9,-0.2,-0.6,-0.7,-1.6,-1.4,-0.3,-0.8,-1.6,-1.4,-1.7,-0.7,-1.7,-1.6,-0.2,-1.6,-1.4,0.3,-0.6,-1.2,-1.3
jvs007,0.5,-1.6,3,-0.7,-2,-1,-1.3,-0.6,-2,-0.6,-0.1,-1.3,0,-1.3,-1,-1.8,-0.9,-1.1,-2.4,-0.5,-0.6,-1.5,-0.4,0,-0.4,-0.7,-0.8,-0.2,-0.5,-1.5,-0.4,-0.7,-1.2,-0.5,0.2,-1,-1.4,-0.8,-0.5,0.4,-0.5,-0.1,-1,-0.9,-0.7,-1.2,0.1,-2.5,-0.9,-1.2,-0.3
jvs008,-1,-1.8,-0.7,3,-2.1,-2,-1.5,1.2,-1.3,-1.1,-0.6,-1.8,-0.5,-1,0.3,-1.1,-0.6,-0.7,-1.2,-0.5,0,-0.1,-0.7,-1.3,-0.6,-1.8,-1.4,0.7,-0.5,-1,-1,-2.1,-1,-1,-2.1,-1.7,-1.3,-1.1,-0.5,-0.2,-0.4,-1.7,-1.8,-2.1,-1,-1.4,-1.5,-1.6,-0.9,-1,-1.3
jvs010,-1.6,-0.1,-2,-2.1,3,0.8,-1.5,-1.4,-0.5,-2.2,-0.6,-1.4,-1.1,-0.6,-1.5,-2.3,-1.8,-1.3,-1,-0.9,-1.9,-2.2,-2.9,-1.5,-2.1,0,-2.9,-1.9,-1.5,-2.5,-1.5,-2.3,-1,-2.6,-2.9,-2.3,-1.4,-0.2,-2.3,-1.7,-1.6,-0.4,-1.4,-1.3,-2.3,-1.7,-2.6,-1,-1,-1.9,-2.4
jvs014,-1,-1.2,-1,-2,0.8,3,-0.8,-2.2,-0.6,-2.1,-1.1,-1.9,-1.1,-0.2,-2,-3,-2.8,-1.6,-0.8,-2.3,-0.7,-1.5,-2.2,-0.7,-1,-1.5,-1.9,-2.2,-2.2,-1.8,-1.3,-1.4,-1.4,-2,-1.6,-1.3,-2.1,-1.7,-0.9,-2.5,-1.7,-0.4,-2.7,-1.9,-0.6,-2.7,-2.2,-0.1,-1.2,-1.9,-1.5
jvs015,-0.6,0.4,-1.3,-1.5,-1.5,-0.8,3,-1.1,-0.9,-1.4,-0.1,0,-0.3,-1,-0.9,-1.4,-0.3,-0.7,0.9,-0.6,-1.3,-1.6,-0.9,0,-0.3,-1,-1.1,-1.5,-1.5,-1,-1.3,-0.5,-1,0,-0.7,-0.5,0.3,0,-2.1,-1.2,-1.3,-0.7,-1.2,-1.5,-0.3,-1,-1.7,-0.4,-1.4,-0.7,-0.7
jvs016,-0.5,-2,-0.6,1.2,-1.4,-2.2,-1.1,3,-1.1,-0.7,-1.3,-1.5,-0.9,-1.3,-1,-0.8,-0.3,-1.1,-1.1,-0.2,-0.8,-0.3,-0.6,-1.1,-0.9,-0.1,-0.7,-0.4,-0.3,-0.6,-1,-0.8,-0.7,-0.7,-0.3,-0.4,-0.3,-0.7,-0.4,-1.3,-0.8,-2,-1.1,-1.1,-1.8,-1.9,-0.1,-1.3,-1.6,0.4,-1.3
jvs017,-0.7,-0.8,-2,-1.3,-0.5,-0.6,-0.9,-1.1,3,-0.1,-1.7,-1.3,-0.5,-2.2,-1.4,-1.7,-1.1,-1.2,-0.3,-0.6,-2.2,-0.7,-1.5,-0.4,-1.5,-0.3,-1.2,-1.8,-1.6,-1.4,-0.9,-1.4,-0.6,-0.6,-0.9,-0.9,-0.1,-0.7,-1.7,-1.6,-2.4,-1.3,-0.8,-0.9,-1.6,-1.6,-1.2,-0.9,-1.3,-0.8,-2.3
jvs018,0.1,-1,-0.6,-1.1,-2.2,-2.1,-1.4,-0.7,-0.1,3,-0.6,-1.2,0.7,-2,-1.7,-0.7,-1.3,-0.6,-1.2,-0.6,-0.9,-0.9,-0.2,-2,-1,-0.7,-2.2,-0.9,-1.1,-0.9,-0.5,-2.1,-0.2,-0.9,-0.7,-0.2,-0.3,-0.3,0,-0.3,-0.6,-0.8,-0.9,-0.1,-0.7,-1.3,-0.3,-2.3,-0.5,-0.2,-1.1
jvs019,-0.1,-1.5,-0.1,-0.6,-0.6,-1.1,-0.1,-1.3,-1.7,-0.6,3,0.3,-0.6,-0.6,-0.9,-0.8,-0.5,-2.2,-0.9,-0.2,-0.4,-0.3,-0.5,-0.8,-1.2,1.2,-1,-0.8,-1.1,-1.2,0.8,-0.8,-0.7,-0.2,-1.7,-1,-0.3,-0.1,-0.6,0.1,-1.1,-1.1,-0.6,-0.2,-0.5,-0.6,-1.3,-2.5,-0.4,-1.2,1.3
jvs024,-0.9,-1.1,-1.3,-1.8,-1.4,-1.9,0,-1.5,-1.3,-1.2,0.3,3,0.4,-0.2,-0.5,-0.3,0.1,-1.6,0.3,-1,0.4,-0.4,-0.6,0.3,-0.7,-1.3,-0.8,-0.8,-2,-1.4,-0.8,-0.2,-0.8,-0.4,-0.3,0.1,-0.3,-1.2,-0.8,-1.4,-1,-0.7,-0.8,-0.3,-0.2,-1.2,-0.7,-0.3,-1.1,-0.4,-0.3
jvs025,0.2,-1.3,0,-0.5,-1.1,-1.1,-0.3,-0.9,-0.5,0.7,-0.6,0.4,3,-0.8,-1.4,-0.3,-1.8,0,-0.3,-0.9,-0.5,-0.2,-1,-1.1,-1.3,-1.7,-0.7,-0.7,-0.4,-0.7,-0.7,-0.2,-0.1,-0.7,-0.7,-0.9,-0.7,-0.1,1.3,0.1,-1,-0.7,-1.6,-0.6,-0.4,-0.8,-1,-0.5,-0.3,-0.2,-0.8
jvs026,-0.7,0.9,-1.3,-1,-0.6,-0.2,-1,-1.3,-2.2,-2,-0.6,-0.2,-0.8,3,-0.1,-0.4,-0.6,-1.7,-0.5,-1.3,0.6,-0.3,-0.6,0.1,-1.9,-1.6,-1.3,-1.8,-1.3,-1.8,-1.1,-1,0,0.1,-1.1,-0.6,-0.9,-1.6,-0.9,-1,0,0,-1.5,0,-0.8,-1.3,-0.8,-2.1,0.2,-0.4,-1.3
jvs027,-0.3,-1.2,-1,0.3,-1.5,-2,-0.9,-1,-1.4,-1.7,-0.9,-0.5,-1.4,-0.1,3,-0.4,0.5,0,-0.4,-1.2,-0.3,1.2,-1.3,-1,-1.4,-1.6,-1,-0.1,-0.9,-1,-1.3,-1.2,-0.8,-1.2,-0.9,-1.1,-1.3,-1.7,-1.2,-0.9,0,-0.9,-1.4,0,-1.3,-0.8,-0.4,-1.8,-2,0.2,-1.9
jvs029,0.5,-0.9,-1.8,-1.1,-2.3,-3,-1.4,-0.8,-1.7,-0.7,-0.8,-0.3,-0.3,-0.4,-0.4,3,-0.5,-0.3,-1.2,0.4,-0.6,-0.9,-0.1,-0.9,-0.3,-1.3,-1.2,-0.8,-2,0,0.5,-0.3,-0.7,-0.5,-0.2,-1.3,0.3,-0.7,-0.4,-0.5,-1,-1.2,0.2,0.5,-0.5,-0.1,0,-1.5,-1.1,0.8,0
jvs030,-0.6,-0.9,-0.9,-0.6,-1.8,-2.8,-0.3,-0.3,-1.1,-1.3,-0.5,0.1,-1.8,-0.6,0.5,-0.5,3,-0.8,-0.5,-0.5,-0.6,-0.1,-1.1,-0.4,-0.7,-0.1,-2.2,-1.8,-1.6,-1.6,-1.4,0.2,-1.3,0.4,0.1,-0.4,-0.7,-1.5,-1.3,-1.1,-1.5,-1.2,-0.8,-1.2,-0.8,-2.1,-0.7,-1.7,-2.3,-1.2,-1.8
jvs035,-0.4,-0.2,-1.1,-0.7,-1.3,-1.6,-0.7,-1.1,-1.2,-0.6,-2.2,-1.6,0,-1.7,0,-0.3,-0.8,3,-1.1,0.2,-0.6,-0.4,-0.8,-0.5,0.1,-1.1,-1.5,0.3,0,-1.7,-1.2,-1.1,0.2,-0.6,-0.3,-1.3,0,-1.8,-0.5,-0.7,-0.8,-1.1,-0.6,-0.3,-1.1,-1.4,-1.7,-0.8,-0.8,-1.3,-0.9
jvs036,-0.9,-1.5,-2.4,-1.2,-1,-0.8,0.9,-1.1,-0.3,-1.2,-0.9,0.3,-0.3,-0.5,-0.4,-1.2,-0.5,-1.1,3,-1,-1,0.3,-1.8,0.1,-1.7,-0.9,-2.6,-2.4,-2.5,-1.2,-1.6,0.2,0.9,-0.8,-0.6,-0.5,-0.6,-0.8,-2.5,-0.5,-2.4,-0.5,-1,-0.7,-0.8,-1.3,-1.3,-0.6,-2.1,-2.1,-1
jvs038,-0.1,-0.2,-0.5,-0.5,-0.9,-2.3,-0.6,-0.2,-0.6,-0.6,-0.2,-1,-0.9,-1.3,-1.2,0.4,-0.5,0.2,-1,3,-1.1,-1.2,-0.4,-0.8,-0.2,0,-1,-1.2,0.3,-1.2,-0.5,-0.1,-0.6,0.2,-1.2,-0.5,-0.5,-0.4,-0.4,-0.8,0.3,0.2,-1,0.3,-0.7,-1.4,-0.9,-1.8,0,-0.7,0
jvs039,-0.6,-1.1,-0.6,0,-1.9,-0.7,-1.3,-0.8,-2.2,-0.9,-0.4,0.4,-0.5,0.6,-0.3,-0.6,-0.6,-0.6,-1,-1.1,3,0.3,-1,0.6,-1.5,-0.6,-1.8,-1.1,-0.6,-1.3,-0.6,-0.6,-0.3,-0.3,-1.4,0.3,-0.5,-1.3,-1.2,-0.9,-1.4,0,-1,-0.6,-0.4,-1.5,-0.9,-0.8,-0.4,-0.7,0
jvs040,0.7,-1.9,-1.5,-0.1,-2.2,-1.5,-1.6,-0.3,-0.7,-0.9,-0.3,-0.4,-0.2,-0.3,1.2,-0.9,-0.1,-0.4,0.3,-1.2,0.3,3,-1.7,-0.3,-0.6,-1.2,-1,-1,-1.6,-1.4,-0.9,-0.1,-0.6,-0.1,-0.3,-0.6,0.2,-2,0,-1,-1.1,-0.7,-1.1,-0.6,-0.9,-0.9,-1,-2,-1.3,-1,-1
jvs043,0,-1.6,-0.4,-0.7,-2.9,-2.2,-0.9,-0.6,-1.5,-0.2,-0.5,-0.6,-1,-0.6,-1.3,-0.1,-1.1,-0.8,-1.8,-0.4,-1,-1.7,3,-0.2,0.8,-0.7,-1.1,-0.8,-0.4,-0.8,-0.3,-1.1,-0.8,-0.4,-0.5,-1.1,-1,-1,-0.8,-0.7,-0.7,-0.3,-0.7,-0.5,-1,0.4,-1.3,-2,-0.6,0.6,-0.4
jvs051,-0.4,0.2,0,-1.3,-1.5,-0.7,0,-1.1,-0.4,-2,-0.8,0.3,-1.1,0.1,-1,-0.9,-0.4,-0.5,0.1,-0.8,0.6,-0.3,-0.2,3,-0.6,-0.4,-2,-2,-0.8,-1.8,-0.5,-0.8,-1,-0.1,-2.7,0,0,0,-0.8,-1.1,-0.7,-0.4,-1.4,-0.5,-0.8,-1.8,-2.7,-0.2,0.9,-0.3,-0.2
jvs053,-0.2,-0.4,-0.4,-0.6,-2.1,-1,-0.3,-0.9,-1.5,-1,-1.2,-0.7,-1.3,-1.9,-1.4,-0.3,-0.7,0.1,-1.7,-0.2,-1.5,-0.6,0.8,-0.6,3,-0.3,-1.9,-0.5,-0.6,-0.3,-0.6,0.8,-0.3,-0.2,-1.9,-0.6,-0.4,0.1,0.1,-0.3,-1.6,-1.3,-1.2,0.8,0.7,-0.7,-1.2,-1.1,0.3,-0.1,-0.5
jvs055,-1,0.6,-0.7,-1.8,0,-1.5,-1,-0.1,-0.3,-0.7,1.2,-1.3,-1.7,-1.6,-1.6,-1.3,-0.1,-1.1,-0.9,0,-0.6,-1.2,-0.7,-0.4,-0.3,3,-1.6,-1,-1.9,-1.3,-0.1,-1.1,-1.2,-1.3,-1.5,-0.3,-0.8,1,-1.5,-1.3,-1.4,-1.1,-0.7,0.3,-1.1,-1.8,-1.6,-0.8,0.4,-0.7,-0.5
jvs056,-1.9,-2.2,-0.8,-1.4,-2.9,-1.9,-1.1,-0.7,-1.2,-2.2,-1,-0.8,-0.7,-1.3,-1,-1.2,-2.2,-1.5,-2.6,-1,-1.8,-1,-1.1,-2,-1.9,-1.6,3,0.5,-0.3,-1.6,-1.1,-1.9,-1.4,-1.3,-1.5,-2.2,-2,-1.2,-1,-0.2,-1.2,-1.6,-1.6,-1.6,-2.3,-0.9,-0.9,-1.6,-1.3,-2.1,-0.2
jvs057,-0.5,-1.6,-0.2,0.7,-1.9,-2.2,-1.5,-0.4,-1.8,-0.9,-0.8,-0.8,-0.7,-1.8,-0.1,-0.8,-1.8,0.3,-2.4,-1.2,-1.1,-1,-0.8,-2,-0.5,-1,0.5,3,-0.5,-0.3,-0.4,-1.4,-1.4,-1.7,-0.8,-0.7,-1.9,-0.8,-0.6,-0.8,0,-1.4,-1.5,-1.3,-0.9,-1,-0.5,-1.7,-1.1,-0.9,-0.8
jvs058,-1.2,-2,-0.5,-0.5,-1.5,-2.2,-1.5,-0.3,-1.6,-1.1,-1.1,-2,-0.4,-1.3,-0.9,-2,-1.6,0,-2.5,0.3,-0.6,-1.6,-0.4,-0.8,-0.6,-1.9,-0.3,-0.5,3,-0.8,-0.7,-1.7,-1.2,-0.7,-2.1,-0.9,-1.9,-0.9,-0.2,0.2,-0.1,-1.3,-1.4,-1.5,-0.5,-0.6,-1.8,-2.2,-0.1,-1.2,-1.5
jvs059,-0.3,-1.8,-1.5,-1,-2.5,-1.8,-1,-0.6,-1.4,-0.9,-1.2,-1.4,-0.7,-1.8,-1,0,-1.6,-1.7,-1.2,-1.2,-1.3,-1.4,-0.8,-1.8,-0.3,-1.3,-1.6,-0.3,-0.8,3,-0.3,-1.1,-1.9,0.3,-0.5,-1.4,-1.2,-1.3,0,-0.1,-0.8,-1.6,-0.5,-1.1,-1.7,-1,0.9,-1.3,-0.8,-0.7,-0.1
jvs060,0,-0.9,-0.4,-1,-1.5,-1.3,-1.3,-1,-0.9,-0.5,0.8,-0.8,-0.7,-1.1,-1.3,0.5,-1.4,-1.2,-1.6,-0.5,-0.6,-0.9,-0.3,-0.5,-0.6,-0.1,-1.1,-0.4,-0.7,-0.3,3,0.2,-0.6,0.2,-0.3,-0.5,-1.6,0.1,-0.4,-0.2,-0.9,-0.5,-0.1,0.1,-1.1,-0.6,-0.9,-1.6,-1.2,-0.5,0.9
jvs061,0.3,-0.2,-0.7,-2.1,-2.3,-1.4,-0.5,-0.8,-1.4,-2.1,-0.8,-0.2,-0.2,-1,-1.2,-0.3,0.2,-1.1,0.2,-0.1,-0.6,-0.1,-1.1,-0.8,0.8,-1.1,-1.9,-1.4,-1.7,-1.1,0.2,3,-0.8,0.3,-0.8,-1.3,-0.8,-0.8,-1.4,-1.7,-2.2,0.3,-0.7,-0.6,-0.8,-0.6,-2,-1.1,-0.8,0,-0.3
jvs062,-0.6,-0.6,-1.2,-1,-1,-1.4,-1,-0.7,-0.6,-0.2,-0.7,-0.8,-0.1,0,-0.8,-0.7,-1.3,0.2,0.9,-0.6,-0.3,-0.6,-0.8,-1,-0.3,-1.2,-1.4,-1.4,-1.2,-1.9,-0.6,-0.8,3,0.6,-1.8,-0.7,0.2,-1.5,-0.4,-0.5,-0.5,-0.5,-1,-0.6,-1,-1.3,-1,0.3,-0.6,0.1,-1.6
jvs063,0.4,-0.7,-0.5,-1,-2.6,-2,0,-0.7,-0.6,-0.9,-0.2,-0.4,-0.7,0.1,-1.2,-0.5,0.4,-0.6,-0.8,0.2,-0.3,-0.1,-0.4,-0.1,-0.2,-1.3,-1.3,-1.7,-0.7,0.3,0.2,0.3,0.6,3,-0.5,-0.5,-1,0.1,-0.8,-0.3,-0.2,1.1,-0.1,-0.1,0.5,-0.5,-0.1,-0.8,-0.3,-0.2,0.2
jvs064,0.1,-1.6,0.2,-2.1,-2.9,-1.6,-0.7,-0.3,-0.9,-0.7,-1.7,-0.3,-0.7,-1.1,-0.9,-0.2,0.1,-0.3,-0.6,-1.2,-1.4,-0.3,-0.5,-2.7,-1.9,-1.5,-1.5,-0.8,-2.1,-0.5,-0.3,-0.8,-1.8,-0.5,3,-0.7,-1,-1.4,0.1,-0.5,-0.3,-0.9,0.2,-0.2,-1.3,-0.6,-0.6,-1.4,-1.5,-0.8,-1.4
jvs065,-1.3,-1.4,-1,-1.7,-2.3,-1.3,-0.5,-0.4,-0.9,-0.2,-1,0.1,-0.9,-0.6,-1.1,-1.3,-0.4,-1.3,-0.5,-0.5,0.3,-0.6,-1.1,0,-0.6,-0.3,-2.2,-0.7,-0.9,-1.4,-0.5,-1.3,-0.7,-0.5,-0.7,3,-0.3,-0.9,-0.6,-0.5,-0.7,-0.1,-1,0.5,-0.7,-1,-0.4,-1,-0.8,-0.5,-1.9
jvs066,-1.3,-0.3,-1.4,-1.3,-1.4,-2.1,0.3,-0.3,-0.1,-0.3,-0.3,-0.3,-0.7,-0.9,-1.3,0.3,-0.7,0,-0.6,-0.5,-0.5,0.2,-1,0,-0.4,-0.8,-2,-1.9,-1.9,-1.2,-1.6,-0.8,0.2,-1,-1,-0.3,3,-0.5,-1.1,-0.3,-0.9,-0.4,-1.6,0.8,0,-1.4,-0.6,-0.6,-0.3,-0.1,-1.3
jvs067,-0.6,-0.8,-0.8,-1.1,-0.2,-1.7,0,-0.7,-0.7,-0.3,-0.1,-1.2,-0.1,-1.6,-1.7,-0.7,-1.5,-1.8,-0.8,-0.4,-1.3,-2,-1,0,0.1,1,-1.2,-0.8,-0.9,-1.3,0.1,-0.8,-1.5,0.1,-1.4,-0.9,-0.5,3,-1.6,-0.9,-1.5,-1,-1.8,0,-0.2,-2,-1.5,0.4,0.9,-1.1,-0.6
jvs069,-0.3,-1.6,-0.5,-0.5,-2.3,-0.9,-2.1,-0.4,-1.7,0,-0.6,-0.8,1.3,-0.9,-1.2,-0.4,-1.3,-0.5,-2.5,-0.4,-1.2,0,-0.8,-0.8,0.1,-1.5,-1,-0.6,-0.2,0,-0.4,-1.4,-0.4,-0.8,0.1,-0.6,-1.1,-1.6,3,-0.3,-0.3,-1,-0.5,-0.3,-1,0.3,-0.7,-2.3,-1,1.1,-0.3
jvs072,0.3,-1.4,0.4,-0.2,-1.7,-2.5,-1.2,-1.3,-1.6,-0.3,0.1,-1.4,0.1,-1,-0.9,-0.5,-1.1,-0.7,-0.5,-0.8,-0.9,-1,-0.7,-1.1,-0.3,-1.3,-0.2,-0.8,0.2,-0.1,-0.2,-1.7,-0.5,-0.3,-0.5,-0.5,-0.3,-0.9,-0.3,3,-0.3,-1.5,-0.3,-0.3,-0.6,0.1,0.9,-1.4,0.5,-0.4,0.2
jvs082,-1.5,-1.7,-0.5,-0.4,-1.6,-1.7,-1.3,-0.8,-2.4,-0.6,-1.1,-1,-1,0,0,-1,-1.5,-0.8,-2.4,0.3,-1.4,-1.1,-0.7,-0.7,-1.6,-1.4,-1.2,0,-0.1,-0.8,-0.9,-2.2,-0.5,-0.2,-0.3,-0.7,-0.9,-1.5,-0.3,-0.3,3,-0.9,-0.2,-0.1,-1.4,-2.1,-0.7,-2.1,-2.2,-0.4,-1
jvs083,-1.2,-0.7,-0.1,-1.7,-0.4,-0.4,-0.7,-2,-1.3,-0.8,-1.1,-0.7,-0.7,0,-0.9,-1.2,-1.2,-1.1,-0.5,0.2,0,-0.7,-0.3,-0.4,-1.3,-1.1,-1.6,-1.4,-1.3,-1.6,-0.5,0.3,-0.5,1.1,-0.9,-0.1,-0.4,-1,-1,-1.5,-0.9,3,-1.4,-0.9,-0.4,-0.5,-0.8,-1.4,-0.6,-0.3,-1.2
jvs084,-1.5,-1.7,-1,-1.8,-1.4,-2.7,-1.2,-1.1,-0.8,-0.9,-0.6,-0.8,-1.6,-1.5,-1.4,0.2,-0.8,-0.6,-1,-1,-1,-1.1,-0.7,-1.4,-1.2,-0.7,-1.6,-1.5,-1.4,-0.5,-0.1,-0.7,-1,-0.1,0.2,-1,-1.6,-1.8,-0.5,-0.3,-0.2,-1.4,3,-1.4,-0.8,-1.1,-0.3,-1.6,-0.3,-1.3,-1
jvs085,-0.2,-1.6,-0.9,-2.1,-1.3,-1.9,-1.5,-1.1,-0.9,-0.1,-0.2,-0.3,-0.6,0,0,0.5,-1.2,-0.3,-0.7,0.3,-0.6,-0.6,-0.5,-0.5,0.8,0.3,-1.6,-1.3,-1.5,-1.1,0.1,-0.6,-0.6,-0.1,-0.2,0.5,0.8,0,-0.3,-0.3,-0.1,-0.9,-1.4,3,-0.3,-1.4,-1,-0.8,0.2,0.2,-1.3
jvs090,-0.9,-0.2,-0.7,-1,-2.3,-0.6,-0.3,-1.8,-1.6,-0.7,-0.5,-0.2,-0.4,-0.8,-1.3,-0.5,-0.8,-1.1,-0.8,-0.7,-0.4,-0.9,-1,-0.8,0.7,-1.1,-2.3,-0.9,-0.5,-1.7,-1.1,-0.8,-1,0.5,-1.3,-0.7,0,-0.2,-1,-0.6,-1.4,-0.4,-0.8,-0.3,3,-1.4,-1.5,-1.2,-0.6,-0.3,-0.7
jvs091,-0.7,-1.6,-1.2,-1.4,-1.7,-2.7,-1,-1.9,-1.6,-1.3,-0.6,-1.2,-0.8,-1.3,-0.8,-0.1,-2.1,-1.4,-1.3,-1.4,-1.5,-0.9,0.4,-1.8,-0.7,-1.8,-0.9,-1,-0.6,-1,-0.6,-0.6,-1.3,-0.5,-0.6,-1,-1.4,-2,0.3,0.1,-2.1,-0.5,-1.1,-1.4,-1.4,3,-0.7,-1.5,-0.6,-0.7,0
jvs092,-0.5,-1.4,0.1,-1.5,-2.6,-2.2,-1.7,-0.1,-1.2,-0.3,-1.3,-0.7,-1,-0.8,-0.4,0,-0.7,-1.7,-1.3,-0.9,-0.9,-1,-1.3,-2.7,-1.2,-1.6,-0.9,-0.5,-1.8,0.9,-0.9,-2,-1,-0.1,-0.6,-0.4,-0.6,-1.5,-0.7,0.9,-0.7,-0.8,-0.3,-1,-1.5,-0.7,3,-2,-0.3,-0.9,-1
jvs093,-1.6,0.3,-2.5,-1.6,-1,-0.1,-0.4,-1.3,-0.9,-2.3,-2.5,-0.3,-0.5,-2.1,-1.8,-1.5,-1.7,-0.8,-0.6,-1.8,-0.8,-2,-2,-0.2,-1.1,-0.8,-1.6,-1.7,-2.2,-1.3,-1.6,-1.1,0.3,-0.8,-1.4,-1,-0.6,0.4,-2.3,-1.4,-2.1,-1.4,-1.6,-0.8,-1.2,-1.5,-2,3,0.7,-1,-1.9
jvs094,-0.7,-0.6,-0.9,-0.9,-1,-1.2,-1.4,-1.6,-1.3,-0.5,-0.4,-1.1,-0.3,0.2,-2,-1.1,-2.3,-0.8,-2.1,0,-0.4,-1.3,-0.6,0.9,0.3,0.4,-1.3,-1.1,-0.1,-0.8,-1.2,-0.8,-0.6,-0.3,-1.5,-0.8,-0.3,0.9,-1,0.5,-2.2,-0.6,-0.3,0.2,-0.6,-0.6,-0.3,0.7,3,-0.9,0
jvs095,-0.2,-1.2,-1.2,-1,-1.9,-1.9,-0.7,0.4,-0.8,-0.2,-1.2,-0.4,-0.2,-0.4,0.2,0.8,-1.2,-1.3,-2.1,-0.7,-0.7,-1,0.6,-0.3,-0.1,-0.7,-2.1,-0.9,-1.2,-0.7,-0.5,0,0.1,-0.2,-0.8,-0.5,-0.1,-1.1,1.1,-0.4,-0.4,-0.3,-1.3,0.2,-0.3,-0.7,-0.9,-1,-0.9,3,-1.1
jvs096,0.2,-1.3,-0.3,-1.3,-2.4,-1.5,-0.7,-1.3,-2.3,-1.1,1.3,-0.3,-0.8,-1.3,-1.9,0,-1.8,-0.9,-1,0,0,-1,-0.4,-0.2,-0.5,-0.5,-0.2,-0.8,-1.5,-0.1,0.9,-0.3,-1.6,0.2,-1.4,-1.9,-1.3,-0.6,-0.3,0.2,-1,-1.2,-1,-1.3,-0.7,0,-1,-1.9,0,-1.1,3
