jvs001,3,0,-0.9,-1.9,-0.9,-0.7,0,0.2,-0.5,-1.2,-0.3,-1,-1.8,0,-1.2,-0.2,-0.1,-1.6,-1.9,-1.2,-0.7,-1.1,-1,-1.3,-1.4,-0.7,-1.4,-0.5,-0.9,-1.7,-1.4,-1.2,-1.1,-1,-0.7,-1.3,-0.7,-0.6,-1.2,-0.8,-0.6,-0.2,-0.5,-0.6,-1.3,-1.1,-1.6,-0.5,-0.5
jvs003,0,3,-1.1,-1.3,-0.9,-1.3,-0.8,-0.7,-0.9,-0.9,-1.6,-1.1,-1.3,-1,-1.7,0.1,-0.2,-1.1,-2.2,-0.8,-1.2,0.3,-1.5,-0.1,-1.1,-1.3,-1.4,-0.6,-2.2,-1.6,-0.4,-1.2,0.2,-0.3,-0.5,-0.6,-0.8,-1.3,-1.4,-1,-0.8,0,-1.7,-1.3,-1.5,-0.7,-1.6,-0.9,-0.7
jvs005,-0.9,-1.1,3,-1.9,-0.8,-2,-0.9,-0.3,-0.2,-1.1,-0.6,-0.5,-1.5,-0.7,-1.7,0.4,-1.7,-1.3,-0.5,-2.1,-1.6,-0.5,-1.6,-1.2,-0.9,-0.2,-1,-1.2,-1.4,-0.2,-0.2,-1.1,-1.1,-1.5,-0.9,-0.9,-0.5,-1.3,-0.7,0.2,-1,0.2,-1.1,-0.3,-1.4,-1.2,0,-0.2,-0.7
jvs006,-1.9,-1.3,-1.9,3,-1.7,-1.5,-0.9,-1.7,-1,0,-1,-1.3,-0.6,-1.5,-1.8,-1.6,-1.1,-1.1,-1.6,-1.6,-1.4,-1.1,-1.2,0.2,-1.3,-1,-1.8,-1.8,-2,-1.1,-1,0.2,-2.1,-1,-1.8,-1.4,-2.2,-0.5,-1,-1.6,-1.2,-1.5,-1.9,-1.3,-1.7,-1.7,-2.2,-1.9,-1.2
jvs009,-0.9,-0.9,-0.8,-1.7,3,-2.2,-0.6,-0.9,-1.5,0.3,-0.1,-0.8,-0.8,-0.6,-1.5,-0.7,0.1,-0.5,-1,-1.3,-2,-1.4,-0.7,-0.8,-0.5,-1.1,-0.5,-0.5,-1,-1.4,-1,0,-0.7,0.5,-1.1,-1.9,-1.2,-1.1,-1,-1.2,-1.3,-0.8,-0.7,-0.3,-1.3,-1.2,-1.4,-0.7,-0.3
jvs011,-0.7,-1.3,-2,-1.5,-2.2,3,-1,-1.8,-2.1,-1.7,-1.8,-1.9,-2.1,-0.8,0.7,-1.4,-1.3,-1.9,-0.2,-2.2,-1.4,-0.6,-2,-1.7,-1,-0.8,-1.9,-1,-0.4,-0.4,-1.2,-2.3,0.6,-2.1,0,-1,-1.7,-1.3,-1.9,-2,-0.6,-1.7,-0.5,-0.9,-0.2,0.1,-1.2,-0.1,-1.9
jvs012,0,-0.8,-0.9,-0.9,-0.6,-1,3,-0.3,-1.6,-1,-0.4,-0.8,-1.3,-0.5,-1,-0.5,-0.8,-0.4,-1.3,-1,-0.4,-0.4,-1.6,-1.4,-1.3,-0.3,-1.2,-0.5,-0.6,1.2,-0.4,0,-0.5,-0.3,-0.9,-1,-1.2,0.2,-1.1,-0.2,-0.2,0.5,-0.4,-0.5,-0.6,-1.1,-1.8,-0.5,-1
jvs013,0.2,-0.7,-0.3,-1.7,-0.9,-1.8,-0.3,3,-0.5,-0.9,-0.5,0,-1.6,-0.9,-1.5,-0.3,-1.6,-2,-1.3,-1.6,-1,1,-1.3,-1.2,-1,-1.3,-1.1,-0.4,0,-1.9,-0.2,-1.2,-1,-0.6,0.1,-0.9,-1.1,-1.4,-0.9,-0.4,-0.9,0,-0.6,-0.4,-0.4,-0.8,-1.1,-1,-0.4
jvs020,-0.5,-0.9,-0.2,-1,-1.5,-2.1,-1.6,-0.5,3,-0.6,-1,-1.1,-1.2,-1.4,-1.1,-0.3,-0.7,-1.1,-1.4,-1.6,-1.1,-1.2,-0.7,-1.3,-1.4,-1,-0.6,-1.4,-1.6,-1.4,-1,-1.6,-0.6,-0.8,-1.1,-0.9,-0.9,-1.2,-0.7,-1.1,-0.2,-0.8,-1.4,-1.4,-0.1,-1.5,-0.8,-1,-0.7
jvs021,-1.2,-0.9,-1.1,0,0.3,-1.7,-1,-0.9,-0.6,3,-1.2,-1.3,-0.8,-0.3,-1.2,-0.9,-1,-0.9,-1.9,-0.3,-1.7,-1.4,-0.6,-1.1,-0.9,-1.3,-0.2,-1.2,-1.5,-1.3,-0.3,-0.9,-0.8,-0.9,-1.4,-1.2,-2.3,-0.4,-1.5,-0.9,-0.9,-0.8,-1,-0.8,-1.1,-1,-2.1,-1.1,-0.2
jvs022,-0.3,-1.6,-0.6,-1,-0.1,-1.8,-0.4,-0.5,-1,-1.2,3,-0.4,-0.3,0.7,-1.6,-0.7,0.3,-0.6,-0.5,-0.2,-1.2,-0.1,-0.4,-0.5,-1.1,-1,0.3,-0.9,-0.6,0,-0.3,0.2,0.1,0.4,-1.3,-0.9,-0.8,-0.4,-1.1,0.1,-1.4,-0.6,-0.8,-0.2,-0.6,-0.2,-0.8,-1.3,-0.3
jvs023,-1,-1.1,-0.5,-1.3,-0.8,-1.9,-0.8,0,-1.1,-1.3,-0.4,3,-1.3,-0.7,-0.7,-0.5,-1.2,-1.2,-0.8,-1.1,-1,-0.4,-0.5,-1.2,-1.2,-0.5,-1.4,-1.2,-1.1,-1,0.4,-1.7,-0.5,-0.7,-1.2,-0.3,0.4,-0.1,-0.3,-0.5,0.2,-0.7,-1.1,-0.4,-0.5,-0.2,-1.1,-0.7,-0.3
jvs028,-1.8,-1.3,-1.5,-0.6,-0.8,-2.1,-1.3,-1.6,-1.2,-0.8,-0.3,-1.3,3,-1,-1.8,-1,-0.3,-0.3,-1.6,-1,-1,-1.2,-1.3,-0.8,-0.7,-1.2,-0.7,-1.4,-1.8,-1.3,-1.9,-0.7,-1,0.1,-0.9,-1.4,-1.6,-0.9,-1.9,-2.2,-1.3,-1.4,-1.2,-1.2,-1,-1.6,-1.7,-0.7,-1.6
jvs031,0,-1,-0.7,-1.5,-0.6,-0.8,-0.5,-0.9,-1.4,-0.3,0.7,-0.7,-1,3,-0.5,-0.9,0.1,-0.2,-0.9,-0.1,-0.1,-0.5,-0.1,-0.4,-0.6,-1,-0.2,-1.2,-1.1,-0.5,-0.9,-1.2,0.4,-0.3,-0.9,-1.1,-1.1,-0.5,-1.1,-1,-1,-0.8,-1,0,-0.4,-1.5,-0.9,-1.1,-0.8
jvs032,-1.2,-1.7,-1.7,-1.8,-1.5,0.7,-1,-1.5,-1.1,-1.2,-1.6,-0.7,-1.8,-0.5,3,-0.9,-1.8,-1.8,-1.1,-0.9,-2.1,-1.3,-1.5,-1.5,-1.4,-1.6,-1.6,-1.1,-0.1,-1.2,-1.5,-1.6,-1.3,-1.9,-1.1,-1,-0.6,-0.5,-1.5,-0.2,0.3,-1.1,-0.9,-1.2,-0.1,-0.8,-0.8,-0.8,-0.4
jvs033,-0.2,0.1,0.4,-1.6,-0.7,-1.4,-0.5,-0.3,-0.3,-0.9,-0.7,-0.5,-1,-0.9,-0.9,3,-1.1,-0.7,-0.9,-1.8,-1,0.8,-0.1,-0.8,-1.5,-0.9,-0.4,-0.7,-1,0.2,0.7,-1,-0.8,-0.3,-0.4,0.2,-0.6,-1.1,0.1,-0.7,-0.7,-0.3,-1.6,-0.7,-1.4,-1.3,-1.5,0,-0.1
jvs034,-0.1,-0.2,-1.7,-1.1,0.1,-1.3,-0.8,-1.6,-0.7,-1,0.3,-1.2,-0.3,0.1,-1.8,-1.1,3,0.4,-1.4,-1,-1.1,-0.4,-1.1,-1.5,-0.5,-0.4,0.2,-0.9,-1.3,-0.9,-0.1,-0.9,-1,-1,-0.4,-1.4,-1.4,-0.9,-1.2,-1.6,-1.7,-0.2,-0.6,-1.1,-0.7,-0.6,-1.6,-1.3,-1
jvs037,-1.6,-1.1,-1.3,-1.1,-0.5,-1.9,-0.4,-2,-1.1,-0.9,-0.6,-1.2,-0.3,-0.2,-1.8,-0.7,0.4,3,-1.5,-1.7,-1.2,-1,-1.3,-0.4,-0.1,-0.1,-1.2,-1.4,-1.3,-1.2,-1,-1.1,-0.9,0.1,-0.6,-1.2,-1.6,-0.8,-1.1,-1.8,-1.1,-0.5,-1.1,-0.7,-1.4,-1.6,-1.4,-1.8,-0.2
jvs041,-1.9,-2.2,-0.5,-1.6,-1,-0.2,-1.3,-1.3,-1.4,-1.9,-0.5,-0.8,-1.6,-0.9,-1.1,-0.9,-1.4,-1.5,3,0.1,-1.4,-2,-1.4,-1.4,-1.1,-1.4,-1.7,-1.7,-0.2,-0.7,-1,-1.6,-0.5,-1.3,-1.6,-1,-1.4,-0.6,-1.8,-1.3,-1.5,-1.2,-1.2,-0.6,-0.8,-1.6,-1.1,-0.8,-1.7
jvs042,-1.2,-0.8,-2.1,-1.6,-1.3,-2.2,-1,-1.6,-1.6,-0.3,-0.2,-1.1,-1,-0.1,-0.9,-1.8,-1,-1.7,0.1,3,-1.2,-1.4,-1.3,-1.6,-1,-0.7,0.1,-1.1,0.1,-0.8,-1.7,0.2,0.4,-1.3,-0.8,-0.4,-1.3,-0.9,-1.2,-0.5,-1.5,-1.6,0.2,-0.4,-0.6,-0.7,-1.3,-1.3,-0.9
jvs044,-0.7,-1.2,-1.6,-1.4,-2,-1.4,-0.4,-1,-1.1,-1.7,-1.2,-1,-1,-0.1,-2.1,-1,-1.1,-1.2,-1.4,-1.2,3,-2,-1,-0.5,-1.4,-0.5,-1.5,-1.8,-1.8,-0.3,-1.4,-1.4,-0.6,-0.8,-0.8,-0.6,-2.3,-0.5,-1.4,-1.6,-1.1,-1.3,-0.6,-0.3,-1,-1.1,-2.5,-1.2,-1.1
jvs045,-1.1,0.3,-0.5,-1.1,-1.4,-0.6,-0.4,1,-1.2,-1.4,-0.1,-0.4,-1.2,-0.5,-1.3,0.8,-0.4,-1,-2,-1.4,-2,3,-1.2,-0.7,-0.7,-1.3,-0.9,0,-1.5,-0.4,0.5,-1,-0.6,-0.5,-0.4,-0.1,-1.4,-0.3,-1.1,-0.4,-0.6,1,-1,-1.1,-1.3,-0.5,-0.8,-1.5,-0.6
jvs046,-1,-1.5,-1.6,-1.2,-0.7,-2,-1.6,-1.3,-0.7,-0.6,-0.4,-0.5,-1.3,-0.1,-1.5,-0.1,-1.1,-1.3,-1.4,-1.3,-1,-1.2,3,-0.9,-1,-0.6,-0.5,-0.5,-0.8,-0.1,-0.3,-0.3,-1.2,-0.8,-1.4,-0.6,-0.7,-0.2,0.1,-0.6,-1.4,-0.7,-0.3,-0.6,-0.5,-1.1,-1,-0.2,-0.8
jvs047,-1.3,-0.1,-1.2,0.2,-0.8,-1.7,-1.4,-1.2,-1.3,-1.1,-0.5,-1.2,-0.8,-0.4,-1.5,-0.8,-1.5,-0.4,-1.4,-1.6,-0.5,-0.7,-0.9,3,-0.7,-1.3,-0.1,-1.1,-1.4,-0.5,-1.4,-0.6,-0.8,-0.4,-1.6,-2.1,-2.3,-1.8,-1,-0.8,-0.2,-0.9,-1.4,-1.6,-1.2,-1.4,-1.8,-1.1,-1.2
jvs048,-1.4,-1.1,-0.9,-1.3,-0.5,-1,-1.3,-1,-1.4,-0.9,-1.1,-1.2,-0.7,-0.6,-1.4,-1.5,-0.5,-0.1,-1.1,-1,-1.4,-0.7,-1,-0.7,3,-1.1,-0.4,-1.7,-1.3,-0.3,-1.2,-0.9,-0.9,-0.6,-0.9,-1.6,-1.7,-0.9,-1.6,-1.2,-1.1,-1.6,-1.1,-0.5,-0.7,-0.8,-1.7,-1.2,-0.5
jvs049,-0.7,-1.3,-0.2,-1,-1.1,-0.8,-0.3,-1.3,-1,-1.3,-1,-0.5,-1.2,-1,-1.6,-0.9,-0.4,-0.1,-1.4,-0.7,-0.5,-1.3,-0.6,-1.3,-1.1,3,0.4,-1.1,-1.1,-1.1,-0.6,-0.7,-0.7,-1.3,-0.4,-0.3,-1.3,0.1,-0.3,-0.9,-1.8,-1,-1.9,-0.8,-0.9,-1.2,-1.1,-1.1,-0.7
jvs050,-1.4,-1.4,-1,-1.8,-0.5,-1.9,-1.2,-1.1,-0.6,-0.2,0.3,-1.4,-0.7,-0.2,-1.6,-0.4,0.2,-1.2,-1.7,0.1,-1.5,-0.9,-0.5,-0.1,-0.4,0.4,3,-0.9,-1.2,-1.4,-0.5,0,-1.2,-0.3,-1.2,-1.2,-0.2,-0.6,-0.3,-0.9,-0.3,-0.8,-0.9,-0.1,-1.4,-0.2,-1.2,-1.4,-0.9
jvs052,-0.5,-0.6,-1.2,-1.8,-0.5,-1,-0.5,-0.4,-1.4,-1.2,-0.9,-1.2,-1.4,-1.2,-1.1,-0.7,-0.9,-1.4,-1.7,-1.1,-1.8,0,-0.5,-1.1,-1.7,-1.1,-0.9,3,0.1,-1.5,-0.6,-0.5,-0.1,-0.6,-0.2,-0.5,-1.1,-0.6,-1.3,-0.5,-0.5,-1.3,0.7,-1,-1,-0.9,-0.5,-0.7,-0.2
jvs054,-0.9,-2.2,-1.4,-2,-1,-0.4,-0.6,0,-1.6,-1.5,-0.6,-1.1,-1.8,-1.1,-0.1,-1,-1.3,-1.3,-0.2,0.1,-1.8,-1.5,-0.8,-1.4,-1.3,-1.1,-1.2,0.1,3,-1.7,-0.6,-1.8,-0.8,-1.4,-0.9,0.1,-1.3,-1.9,-2.2,-0.9,-0.7,-1.5,-0.3,-1.4,-0.7,0.3,-0.9,-0.6,0.1
jvs068,-1.7,-1.6,-0.2,-1.1,-1.4,-0.4,1.2,-1.9,-1.4,-1.3,0,-1,-1.3,-0.5,-1.2,0.2,-0.9,-1.2,-0.7,-0.8,-0.3,-0.4,-0.1,-0.5,-0.3,-1.1,-1.4,-1.5,-1.7,3,-0.1,-1,0.1,-0.5,-1.2,-1.3,-1.6,-0.2,0.4,0,-0.2,0.3,0,-0.3,-0.3,-0.8,-1,-0.8,-0.7
jvs070,-1.4,-0.4,-0.2,-1,-1,-1.2,-0.4,-0.2,-1,-0.3,-0.3,0.4,-1.9,-0.9,-1.5,0.7,-0.1,-1,-1,-1.7,-1.4,0.5,-0.3,-1.4,-1.2,-0.6,-0.5,-0.6,-0.6,-0.1,3,-1.1,-0.6,-0.5,-0.5,-0.4,-1.5,-1.1,-1.1,0,0.1,0.5,-0.2,0.5,-1.4,-1.1,-0.5,-0.7,-0.9
jvs071,-1.2,-1.2,-1.1,0.2,0,-2.3,0,-1.2,-1.6,-0.9,0.2,-1.7,-0.7,-1.2,-1.6,-1,-0.9,-1.1,-1.6,0.2,-1.4,-1,-0.3,-0.6,-0.9,-0.7,0,-0.5,-1.8,-1,-1.1,3,-0.8,0,-1.3,-1.3,-1.3,-0.5,-0.6,-1.1,-1.1,-0.6,-0.8,0.4,-1.2,-1.7,-2.1,-1.5,-1
jvs073,-1.1,0.2,-1.1,-2.1,-0.7,0.6,-0.5,-1,-0.6,-0.8,0.1,-0.5,-1,0.4,-1.3,-0.8,-1,-0.9,-0.5,0.4,-0.6,-0.6,-1.2,-0.8,-0.9,-0.7,-1.2,-0.1,-0.8,0.1,-0.6,-0.8,3,-0.3,-1,-0.2,-1.4,0.4,-1.8,0,-1,-0.9,-0.5,0.7,-0.4,-0.9,-1.4,-0.8,-0.8
jvs074,-1,-0.3,-1.5,-1,0.5,-2.1,-0.3,-0.6,-0.8,-0.9,0.4,-0.7,0.1,-0.3,-1.9,-0.3,-1,0.1,-1.3,-1.3,-0.8,-0.5,-0.8,-0.4,-0.6,-1.3,-0.3,-0.6,-1.4,-0.5,-0.5,0,-0.3,3,0.1,-1.9,-1,-1.3,-0.9,-0.8,-0.9,-0.5,-1.6,0.4,-1.3,-0.3,-1.9,-0.9,-0.9
jvs075,-0.7,-0.5,-0.9,-1.8,-1.1,0,-0.9,0.1,-1.1,-1.4,-1.3,-1.2,-0.9,-0.9,-1.1,-0.4,-0.4,-0.6,-1.6,-0.8,-0.8,-0.4,-1.4,-1.6,-0.9,-0.4,-1.2,-0.2,-0.9,-1.2,-0.5,-1.3,-1,0.1,3,-0.8,0,-1.3,-1.2,-0.2,-0.3,-0.5,-0.5,-0.5,-1.5,0.3,-0.6,-0.4,0
jvs076,-1.3,-0.6,-0.9,-1.4,-1.9,-1,-1,-0.9,-0.9,-1.2,-0.9,-0.3,-1.4,-1.1,-1,0.2,-1.4,-1.2,-1,-0.4,-0.6,-0.1,-0.6,-2.1,-1.6,-0.3,-1.2,-0.5,0.1,-1.3,-0.4,-1.3,-0.2,-1.9,-0.8,3,0,-1.2,-0.9,0.1,-0.4,-0.8,-0.3,-1,-0.3,-0.4,-0.5,-0.3,0.3
jvs077,-0.7,-0.8,-0.5,-2.2,-1.2,-1.7,-1.2,-1.1,-0.9,-2.3,-0.8,0.4,-1.6,-1.1,-0.6,-0.6,-1.4,-1.6,-1.4,-1.3,-2.3,-1.4,-0.7,-2.3,-1.7,-1.3,-0.2,-1.1,-1.3,-1.6,-1.5,-1.3,-1.4,-1,0,0,3,-0.6,-0.1,0.1,0.2,-0.7,-0.5,-1.1,-0.5,-0.7,-0.2,-0.4,-0.8
jvs078,-0.6,-1.3,-1.3,-0.5,-1.1,-1.3,0.2,-1.4,-1.2,-0.4,-0.4,-0.1,-0.9,-0.5,-0.5,-1.1,-0.9,-0.8,-0.6,-0.9,-0.5,-0.3,-0.2,-1.8,-0.9,0.1,-0.6,-0.6,-1.9,-0.2,-1.1,-0.5,0.4,-1.3,-1.3,-1.2,-0.6,3,-0.2,-0.2,-0.6,-0.5,-0.8,-1.1,-0.1,-0.1,-2.2,-0.4,-0.3
jvs079,-1.2,-1.4,-0.7,-1,-1,-1.9,-1.1,-0.9,-0.7,-1.5,-1.1,-0.3,-1.9,-1.1,-1.5,0.1,-1.2,-1.1,-1.8,-1.2,-1.4,-1.1,0.1,-1,-1.6,-0.3,-0.3,-1.3,-2.2,0.4,-1.1,-0.6,-1.8,-0.9,-1.2,-0.9,-0.1,-0.2,3,-0.8,-0.4,-0.3,-0.4,-0.4,-0.1,-0.8,-1.5,-0.9,-0.7
jvs080,-0.8,-1,0.2,-1.6,-1.2,-2,-0.2,-0.4,-1.1,-0.9,0.1,-0.5,-2.2,-1,-0.2,-0.7,-1.6,-1.8,-1.3,-0.5,-1.6,-0.4,-0.6,-0.8,-1.2,-0.9,-0.9,-0.5,-0.9,0,0,-1.1,0,-0.8,-0.2,0.1,0.1,-0.2,-0.8,3,-0.2,0.2,-0.5,-1.5,0.4,0.1,0.1,-0.5,-0.3
jvs081,-0.6,-0.8,-1,-1.2,-1.3,-0.6,-0.2,-0.9,-0.2,-0.9,-1.4,0.2,-1.3,-1,0.3,-0.7,-1.7,-1.1,-1.5,-1.5,-1.1,-0.6,-1.4,-0.2,-1.1,-1.8,-0.3,-0.5,-0.7,-0.2,0.1,-1.1,-1,-0.9,-0.3,-0.4,0.2,-0.6,-0.4,-0.2,3,-0.1,-0.8,0,-0.4,-0.7,-1.6,1,0.4
jvs086,-0.2,0,0.2,-1.5,-0.8,-1.7,0.5,0,-0.8,-0.8,-0.6,-0.7,-1.4,-0.8,-1.1,-0.3,-0.2,-0.5,-1.2,-1.6,-1.3,1,-0.7,-0.9,-1.6,-1,-0.8,-1.3,-1.5,0.3,0.5,-0.6,-0.9,-0.5,-0.5,-0.8,-0.7,-0.5,-0.3,0.2,-0.1,3,-0.9,-0.2,-0.3,-0.8,-2,-1.4,-0.1
jvs087,-0.5,-1.7,-1.1,-1.9,-0.7,-0.5,-0.4,-0.6,-1.4,-1,-0.8,-1.1,-1.2,-1,-0.9,-1.6,-0.6,-1.1,-1.2,0.2,-0.6,-1,-0.3,-1.4,-1.1,-1.9,-0.9,0.7,-0.3,0,-0.2,-0.8,-0.5,-1.6,-0.5,-0.3,-0.5,-0.8,-0.4,-0.5,-0.8,-0.9,3,-0.5,-0.3,0.3,-0.6,0.2,-0.7
jvs088,-0.6,-1.3,-0.3,-1.3,-0.3,-0.9,-0.5,-0.4,-1.4,-0.8,-0.2,-0.4,-1.2,0,-1.2,-0.7,-1.1,-0.7,-0.6,-0.4,-0.3,-1.1,-0.6,-1.6,-0.5,-0.8,-0.1,-1,-1.4,-0.3,0.5,0.4,0.7,0.4,-0.5,-1,-1.1,-1.1,-0.4,-1.5,0,-0.2,-0.5,3,-1.3,-0.8,-0.9,-1.9,-0.6
jvs089,-1.3,-1.5,-1.4,-1.7,-1.3,-0.2,-0.6,-0.4,-0.1,-1.1,-0.6,-0.5,-1,-0.4,-0.1,-1.4,-0.7,-1.4,-0.8,-0.6,-1,-1.3,-0.5,-1.2,-0.7,-0.9,-1.4,-1,-0.7,-0.3,-1.4,-1.2,-0.4,-1.3,-1.5,-0.3,-0.5,-0.1,-0.1,0.4,-0.4,-0.3,-0.3,-1.3,3,-0.1,-1.2,-0.5,0.4
jvs097,-1.1,-0.7,-1.2,-1.7,-1.2,0.1,-1.1,-0.8,-1.5,-1,-0.2,-0.2,-1.6,-1.5,-0.8,-1.3,-0.6,-1.6,-1.6,-0.7,-1.1,-0.5,-1.1,-1.4,-0.8,-1.2,-0.2,-0.9,0.3,-0.8,-1.1,-1.7,-0.9,-0.3,0.3,-0.4,-0.7,-0.1,-0.8,0.1,-0.7,-0.8,0.3,-0.8,-0.1,3,-0.4,-0.2,0.2
jvs098,-1.6,-1.6,0,-2.2,-1.4,-1.2,-1.8,-1.1,-0.8,-2.1,-0.8,-1.1,-1.7,-0.9,-0.8,-1.5,-1.6,-1.4,-1.1,-1.3,-2.5,-0.8,-1,-1.8,-1.7,-1.1,-1.2,-0.5,-0.9,-1,-0.5,-2.1,-1.4,-1.9,-0.6,-0.5,-0.2,-2.2,-1.5,0.1,-1.6,-2,-0.6,-0.9,-1.2,-0.4,3,-0.4,-0.5
jvs099,-0.5,-0.9,-0.2,-1.9,-0.7,-0.1,-0.5,-1,-1,-1.1,-1.3,-0.7,-0.7,-1.1,-0.8,0,-1.3,-1.8,-0.8,-1.3,-1.2,-1.5,-0.2,-1.1,-1.2,-1.1,-1.4,-0.7,-0.6,-0.8,-0.7,-1.5,-0.8,-0.9,-0.4,-0.3,-0.4,-0.4,-0.9,-0.5,1,-1.4,0.2,-1.9,-0.5,-0.2,-0.4,3,-1
jvs100,-0.5,-0.7,-0.7,-1.2,-0.3,-1.9,-1,-0.4,-0.7,-0.2,-0.3,-0.3,-1.6,-0.8,-0.4,-0.1,-1,-0.2,-1.7,-0.9,-1.1,-0.6,-0.8,-1.2,-0.5,-0.7,-0.9,-0.2,0.1,-0.7,-0.9,-1,-0.8,-0.9,0,0.3,-0.8,-0.3,-0.7,-0.3,0.4,-0.1,-0.7,-0.6,0.4,0.2,-0.5,-1,3
